-0.005082	-0.070986	0.308706
-0.005028	-0.071472	0.307832
-0.004995	-0.071980	0.306969
-0.005082	-0.072603	0.306198
-0.005165	-0.073198	0.305398
-0.005243	-0.073724	0.304548
-0.005219	-0.074130	0.303645
-0.005242	-0.074394	0.302679
-0.005223	-0.074783	0.301754
-0.005223	-0.075246	0.300867
-0.005195	-0.075668	0.299960
-0.005133	-0.076118	0.299069
-0.005057	-0.076490	0.298144
-0.004995	-0.076855	0.297214
-0.004928	-0.077195	0.296279
-0.004880	-0.077546	0.295342
-0.004902	-0.077769	0.294364
-0.004933	-0.078032	0.293402
-0.004964	-0.078335	0.292451
-0.004962	-0.078481	0.291464
-0.004904	-0.078687	0.290489
-0.004894	-0.078987	0.289540
-0.004902	-0.079247	0.288577
-0.004902	-0.079455	0.287605
-0.004903	-0.079801	0.286669
-0.004877	-0.080089	0.285716
-0.004882	-0.080402	0.284771
-0.004861	-0.080717	0.283822
-0.004816	-0.080912	0.282840
-0.004760	-0.081143	0.281866
-0.004647	-0.081428	0.280915
-0.004603	-0.081695	0.279961
-0.004597	-0.081908	0.278997
-0.004545	-0.082057	0.278007
-0.004626	-0.082133	0.277020
-0.004785	-0.082316	0.276054
-0.004817	-0.082290	0.275055
-0.004856	-0.082460	0.274069
-0.004829	-0.082537	0.273078
-0.004781	-0.082634	0.272100
-0.004779	-0.082806	0.271102
-0.004723	-0.082880	0.270109
-0.004676	-0.082890	0.269114
-0.004748	-0.083089	0.268140
-0.004853	-0.083081	0.267148
-0.005005	-0.083206	0.266185
-0.005097	-0.083274	0.265186
-0.005208	-0.083260	0.264192
-0.005397	-0.083235	0.263208
-0.005497	-0.083255	0.262216
-0.005439	-0.083130	0.261236
-0.005459	-0.083148	0.260236
-0.005440	-0.083107	0.259242
-0.005408	-0.083024	0.258247
