-0.005082	-0.070986	0.308706
-0.005085	-0.071032	0.308620
-0.005078	-0.071085	0.308533
-0.005080	-0.071141	0.308450
-0.005079	-0.071196	0.308366
-0.005073	-0.071249	0.308282
-0.005061	-0.071300	0.308197
-0.005048	-0.071347	0.308110
-0.005038	-0.071390	0.308020
-0.005032	-0.071431	0.307928
-0.005028	-0.071471	0.307836
-0.005027	-0.071513	0.307745
-0.005026	-0.071561	0.307658
-0.005025	-0.071617	0.307575
-0.005021	-0.071672	0.307492
-0.005015	-0.071722	0.307406
-0.005007	-0.071770	0.307318
-0.005000	-0.071817	0.307230
-0.004995	-0.071865	0.307142
-0.004993	-0.071916	0.307056
-0.004995	-0.071975	0.306974
-0.004994	-0.072051	0.306910
-0.004986	-0.072128	0.306847
-0.004986	-0.072199	0.306776
-0.004993	-0.072264	0.306700
-0.005006	-0.072324	0.306621
-0.005024	-0.072380	0.306538
-0.005045	-0.072432	0.306453
-0.005066	-0.072481	0.306369
-0.005078	-0.072536	0.306287
-0.005082	-0.072596	0.306207
-0.005080	-0.072656	0.306126
-0.005076	-0.072714	0.306045
-0.005075	-0.072772	0.305963
-0.005083	-0.072834	0.305886
-0.005097	-0.072902	0.305813
-0.005112	-0.072968	0.305739
-0.005121	-0.073027	0.305659
-0.005130	-0.073082	0.305576
-0.005144	-0.073136	0.305493
-0.005162	-0.073190	0.305411
-0.005179	-0.073245	0.305329
-0.005191	-0.073301	0.305247
-0.005198	-0.073356	0.305164
-0.005201	-0.073411	0.305080
-0.005203	-0.073461	0.304994
-0.005204	-0.073509	0.304906
-0.005208	-0.073556	0.304817
-0.005216	-0.073604	0.304730
-0.005230	-0.073656	0.304645
-0.005242	-0.073713	0.304563
-0.005243	-0.073774	0.304484
-0.005240	-0.073835	0.304405
-0.005239	-0.073889	0.304321
-0.005235	-0.073938	0.304233
-0.005228	-0.073984	0.304145
-0.005218	-0.074020	0.304052
-0.005212	-0.074052	0.303957
-0.005214	-0.074085	0.303863
-0.005213	-0.074108	0.303766
-0.005217	-0.074126	0.303668
-0.005225	-0.074143	0.303569
-0.005235	-0.074161	0.303471
-0.005243	-0.074183	0.303373
-0.005241	-0.074206	0.303276
-0.005229	-0.074229	0.303180
-0.005224	-0.074256	0.303084
-0.005223	-0.074285	0.302988
-0.005227	-0.074316	0.302893
-0.005233	-0.074350	0.302798
-0.005240	-0.074385	0.302704
-0.005246	-0.074421	0.302611
-0.005249	-0.074458	0.302518
-0.005248	-0.074497	0.302426
-0.005245	-0.074537	0.302335
-0.005241	-0.074577	0.302243
-0.005239	-0.074617	0.302151
-0.005240	-0.074656	0.302059
-0.005239	-0.074694	0.301967
-0.005234	-0.074732	0.301874
-0.005226	-0.074771	0.301781
-0.005217	-0.074812	0.301690
-0.005210	-0.074857	0.301601
-0.005207	-0.074907	0.301515
-0.005209	-0.074962	0.301431
-0.005211	-0.075018	0.301348
-0.005214	-0.075072	0.301264
-0.005218	-0.075120	0.301176
-0.005223	-0.075163	0.301086
-0.005225	-0.075200	0.300993
-0.005223	-0.075234	0.300899
-0.005222	-0.075271	0.300806
-0.005223	-0.075316	0.300717
-0.005223	-0.075365	0.300630
-0.005222	-0.075416	0.300544
-0.005214	-0.075466	0.300458
-0.005207	-0.075509	0.300368
-0.005203	-0.075547	0.300276
-0.005199	-0.075582	0.300182
-0.005197	-0.075615	0.300087
-0.005195	-0.075649	0.299992
